"journal_name","type","person","unified_name","role","degree","position","affiliation","person_reserved","role_unified","gender","country","city","affiliation_unified","expertise","expertise_multiple"
"ойкумена. регионоведческие исследования","Редакционная коллегия","Бурлаков Виктор Алексеевич","бурлаков виктор алексеевич"," ","кандидат политических наук","доцент департамента коммуникации и медиа","Дальневосточный федеральный университет","Бурлаков Виктор Алексеевич___ +++кандидат политических наук---доцент департамента коммуникации и медиа===Дальневосточный федеральный университет***Владивосток","regular","m","Россия","Владивосток","дальневосточный федеральный университет","политология",0
"теория и практика общественного развития","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бурда Алексей Григорьевич","бурда алексей григорьевич"," ","доктор экономических наук","профессор","Кубанский государственный аграрный университет им. И.Т. Трубилина","Бурда Алексей Григорьевич___ +++доктор экономических наук---профессор===Кубанский государственный аграрный университет им. И.Т. Трубилина*** ","regular","m","Россия","Краснодар","кубанский государственный аграрный университет","экономика",0
"уровень жизни населения регионов россии","РЕДАКЦИОННЫЙ СОВЕТ","Бурак Пётр Иосифович","бурак пётр иосифович"," ","академик РАЕН, доктор экономических наук","профессор, вице-президент РАЕН, директор Института региональных экономических исследований"," Института региональных экономических исследований","Бурак Пётр Иосифович___ +++академик РАЕН, доктор экономических наук---профессор, вице-президент РАЕН, директор Института региональных экономических исследований=== Института региональных экономических исследований***Россия","regular","m","Россия","Москва","института региональных экономических исследований","экономика",0
"laboratorium: журнал социальных исследований"," РЕДАКЦИОННЫЙ СОВЕТ","Буравой Майкл","буравой майкл"," "," "," ","Калифорнийский университет в Беркли","Буравой Майкл___ +++ --- ===Калифорнийский университет в Беркли***","regular","m","США","Беркли","калифорнийский университет в беркли",NA,NA
"журнал социологии и социальной антропологии","РЕДАКЦИОННАЯ КОЛЛЕГИЯ"," Буравой Майкл","буравой майкл"," ","PhD","профессор","Калифорнийский университет"," Буравой Майкл___ +++PhD---профессор===Калифорнийский университет***Беркли, США","regular","m","США","Беркли","калифорнийский университет в беркли",NA,NA
"общество: социология, психология, педагогика","Международная редакционная коллегия","Буквич Райко","буквич райко"," ","Доктор экономических наук"," "," ","Буквич Райко___ +++Доктор экономических наук--- === ***Республика Сербия","regular","m","Сербия",NA,NA,NA,NA
"теория и практика общественного развития","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Буквич Райко","буквич райко"," ","доктор экономических наук"," ","","Буквич Райко___ +++доктор экономических наук--- ===***Республика Сербия","regular","m","Сербия",NA,NA,NA,NA
"коммуникология","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","БУКА Станислав","бука станислав"," ","доктор экономических наук","профессор, соучредитель Балтийской международной академии"," ","БУКА Станислав___ +++доктор экономических наук---профессор, соучредитель Балтийской международной академии=== ***Рига, Латвийская Республика","regular","m","Латвия","Рига",NA,NA,NA
"среднерусский вестник общественных наук","МЕЖДУНАРОДНЫЙ РЕДАКЦИОННЫЙ СОВЕТ","Брузати Лука","брузати лука"," ","PhD, доктор экономики","профессор, зав. кафедрой управления","Удинский госуниверситет","Брузати Лука___ +++PhD, доктор экономики---профессор, зав. кафедрой управления===Удинский госуниверситет***Гориция, Италия","regular","m","Италия","Гориция","государственный университет удине",NA,NA
"laboratorium: журнал социальных исследований"," РЕДАКЦИОННЫЙ СОВЕТ","Брубейкер Роджерс","брубейкер роджерс"," "," "," ","Калифорнийский университет в Лос-Анджелесе","Брубейкер Роджерс___ +++ --- ===Калифорнийский университет в Лос-Анджелесе***","regular","m","США","Лос-Анджелес","калифорнийский университет в лос-анджелесе",NA,NA
"известия тульского государственного университета. гуманитарные науки","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бродовская Е. В.","бродовская е. в."," ","д-р полит. наук"," ","Финансовый университет при Правительстве РФ","Бродовская Е. В.___ +++д-р полит. наук--- ===Финансовый университет при Правительстве РФ***Москва","regular","f","Россия","Москва","финансовый университет при правительстве рф","политология",0
"интеракция. интервью. интерпретация","Редакционная коллегия","БРЕКНЕР Розвита","брекнер розвита"," ","доктор философии","доцент","Университет Вены","БРЕКНЕР Розвита___ +++доктор философии---доцент===Университет Вены***Вена, Австрия","regular","f","Австрия","Вена","университет вены",NA,NA
"laboratorium: журнал социальных исследований"," РЕДАКЦИОННЫЙ СОВЕТ","Бредникова Ольга","бредникова ольга"," "," "," ","независимый исследователь","Бредникова Ольга___ +++ --- ===независимый исследователь***Санкт-Петербург","regular","f","Россия","Санкт-Петербург","-","социология",0
"вестник московского государственного лингвистического университета. общественные науки","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Брега А. В.","брега а. в."," ","доктор политических наук","профессор Департамента политологии Финансового университета при Правительстве Российской Федерации"," Финансовый университет при Правительстве Российской Федерации","Брега А. В.___ +++доктор политических наук---профессор Департамента политологии Финансового университета при Правительстве Российской Федерации=== Финансовый университет при Правительстве Российской Федерации*** ","regular","m","Россия","Москва","финансовый университет при правительстве рф","политология",0
"журнал социологии и социальной антропологии","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Браславский Руслан Геннадьевич","браславский руслан геннадьевич","заместитель редактора","к.соц.н."," ","СИ РАН — филиал ФНИСЦ РАН","Браславский Руслан Геннадьевич___заместитель редактора+++к.соц.н.--- ===СИ РАН — филиал ФНИСЦ РАН***Санкт-Петербург, Россия","middle","m","Россия","Санкт-Петербург","СИ РАН","социология",0
"дискурс","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бразевич Святослав Станиславович","бразевич святослав станиславович"," ","д-р социол. наук","профессор кафедры международных отношений, медиалогии, политологии и истории","Санкт-Петербургский государственный экономический университет","Бразевич Святослав Станиславович___ +++д-р социол. наук---профессор кафедры международных отношений, медиалогии, политологии и истории===Санкт-Петербургский государственный экономический университет***СПб, Россия","regular","m","Россия","Санкт-Петербург","санкт-петербургский государственный экономический университет","социология",0
"социология медицины","Редакционная коллегия","Бравве Юрий Иосифович","бравве юрий иосифович"," ","доктор медицинских наук","профессор, заведующий кафедрой организации здравоохранения и общественного здоровья","ФГБОУ ВО «Новосибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации","Бравве Юрий Иосифович___ +++доктор медицинских наук---профессор, заведующий кафедрой организации здравоохранения и общественного здоровья===ФГБОУ ВО «Новосибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации***Россия","regular","m","Россия","Новосибирск","новосибирский государственный медицинский университет","медицина",0
"society and security insights","РЕДАКЦИОННЫЙ СОВЕТ"," Бочаров С. Н.","бочаров с. н."," ","доктор экономических наук","ректор Алтайского государственного университета, заведующий кафедрой экономики предпринимательства и маркетинга","Алтайский государственный университет"," Бочаров С. Н.___ +++доктор экономических наук---ректор Алтайского государственного университета, заведующий кафедрой экономики предпринимательства и маркетинга===Алтайский государственный университет***Барнаул, Россия","regular","m","Россия","Барнаул","алтайский государственный университет","экономика",0
"коммуникология","РЕДАКЦИОННЫЙ СОВЕТ","БОЧАРОВ Михаил Петрович","бочаров михаил петрович"," ","доктор социологических наук","профессор, заместитель генерального директора","Институт региональных проблем","БОЧАРОВ Михаил Петрович___ +++доктор социологических наук---профессор, заместитель генерального директора===Институт региональных проблем***Москва, Российская Федерация","regular","m","Россия","Москва","институт региональных проблем","социология",0
"primo aspectu","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Борытко Николай Михайлович","борытко николай михайлович"," ","доктор педагогических наук","профессор, советник при ректорате Волгоградского государственного университета"," ","Борытко Николай Михайлович___ +++доктор педагогических наук---профессор, советник при ректорате Волгоградского государственного университета=== ***Россия","regular","m","Россия","Волгоград","волгоградский государственный университет","педагогика",0
"крестьяноведение","РЕДАКЦИОННЫЙ СОВЕТ","Боррас С. М. Дж.","боррас с. м. дж."," "," "," ","Институт социальных исследований","Боррас С. М. Дж.___ +++ --- ===Институт социальных исследований***Гаага, Нидерланды","regular","m","Нидерланды","Гаага","институт социальных исследований",NA,NA
"дискурс","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бороноев Асалхан Ользонович","бороноев асалхан ользонович"," ","д-р филос. наук","профессор, зав. каф теории и истории социологии социологического факультета Санкт-Петербургского государственного университета"," Санкт-Петербургский государственный университет","Бороноев Асалхан Ользонович___ +++д-р филос. наук---профессор, зав. каф теории и истории социологии социологического факультета Санкт-Петербургского государственного университета=== Санкт-Петербургский государственный университет***Санкт-Петербург, Россия","regular","m","Россия","Санкт-Петербург","санкт-петербургский государственный университет","философия",0
"журнал социологии и социальной антропологии","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бороноев Асалхан Ользонович","бороноев асалхан ользонович"," ","д.филос.н.","профессор","СпбГУ","Бороноев Асалхан Ользонович___ +++д.филос.н.---профессор===СпбГУ***Санкт-Петербург, Россия","regular","m","Россия","Санкт-Петербург","санкт-петербургский государственный университет","философия",0
"социологические исследования","Международный редакционный совет","БОРОНОЕВ А. О.","бороноев асалхан ользонович"," ","д.филос.н.","проф.","СПбГУ","БОРОНОЕВ А. О.___ +++д.филос.н.---проф.---СПбГУ ***Санкт-Петербург, Россия","regular","m","Россия","Санкт-Петербург","санкт-петербургский государственный университет","философия",0
"вестник пермского университета. философия. психология. социология","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бородкина Ольга Ивановна","бородкина ольга ивановна"," ","докт. социол. наук","доцент, профессор кафедры теории и практики социальной работы","Санкт-Петербургский государственный университет","Бородкина Ольга Ивановна___ +++докт. социол. наук---доцент, профессор кафедры теории и практики социальной работы===Санкт-Петербургский государственный университет***Санкт-Петербург","regular","f","Россия","Санкт-Петербург","санкт-петербургский государственный университет","социология",0
"теория и практика общественного развития","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бородинова Татьяна Геннадьевна","бородинова татьяна геннадьевна"," ","доктор юридических наук","доцент, заведующий кафедрой уголовно-процессуального права","Северо-Кавказский филиал Российского государственного университета правосудия","Бородинова Татьяна Геннадьевна___ +++доктор юридических наук---доцент, заведующий кафедрой уголовно-процессуального права===Северо-Кавказский филиал Российского государственного университета правосудия*** ","regular","f","Россия","Краснодар","российский государственный университет правосудия (северо-кавказский филиал)","юриспруденция",0
"вестник удмуртского университета. социология. политология. международные отношения","РЕДАКЦИОННЫЙ СОВЕТ","Борисова Надежда Владимировна","борисова надежда владимировна"," ","доктор полит. наук","доцент, декан историко-политологического факультета","Пермский государственный национальный исследовательский университет","Борисова Надежда Владимировна___ +++доктор полит. наук---доцент, декан историко-политологического факультета===Пермский государственный национальный исследовательский университет***Пермь, Россия","regular","f","Россия","Пермь","пермский государственный национальный исследовательский университет","политология",0
"социальные и гуманитарные знания","РЕДКОЛЛЕГИЯ","Борисова Елена Георгиевна","борисова елена георгиевна"," ","доктор филологических наук","профессор","Московский государственный лингвистический университет","Борисова Елена Георгиевна___ +++доктор филологических наук---профессор===Московский государственный лингвистический университет***Россия","regular","f","Россия","Москва","московский государственный лингвистический университет","филология",0
"вестник томского государственного университета. философия. социология. политология","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Борисов Е.В.","борисов е. в."," ","доктор филос. наук","профессор"," ","Борисов Е.В.___ +++доктор филос. наук---профессор=== ***Томск, Россия","regular","m","Россия","Томск",NA,"философия",0
"наука. культура. общество","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Большаков Владимир Ильич","большаков владимир ильич"," ","доктор философских наук","профессор","Российский государственный университет нефти и газа (НИУ) им. И.М. Губкина","Большаков Владимир Ильич___ +++доктор философских наук---профессор===Российский государственный университет нефти и газа (НИУ) им. И.М. Губкина***Москва, Россия","regular","m","Россия","Москва","российский государственный университет нефти и газа","философия",0
"урбанистика","РЕДАКЦИОННЫЙ СОВЕТ","Большаков Андрей Геннадьевич","большаков андрей геннадьевич"," ","доктор архитектуры","профессор, заведующий кафедрой архитектурного проектирования Иркутского национального исследовательского технического университета, член Союза архитекторов России"," Иркутский национальный исследовательский технический университет","Большаков Андрей Геннадьевич___ +++доктор архитектуры---профессор, заведующий кафедрой архитектурного проектирования Иркутского национального исследовательского технического университета, член Союза архитекторов России=== Иркутский национальный исследовательский технический университет***Иркутск, Россия","regular","m","Россия","Иркутск","иркутский национальный исследовательский технический университет","архитектура",0
"society and security insights","РЕДАКЦИОННАЯ КОЛЛЕГИЯ"," Бойко В. С.","бойко в. с."," ","доктор исторических наук","профессор","Алтайский государственный университет"," Бойко В. С.___ +++доктор исторических наук---профессор===Алтайский государственный университет***Барнаул, Россия","regular","m","Россия","Барнаул","алтайский государственный университет","история",0
"дискурс","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Боднарук Елена Владимировна","боднарук елена владимировна"," ","д-р филол. наук","доцент, зав. каф. немецкой и французской филологии Высшей школы социально-гуманитарных наук и международной коммуникации Северного (Арктического) федерального университета имени М. В. Ломоносова"," ","Боднарук Елена Владимировна___ +++д-р филол. наук---доцент, зав. каф. немецкой и французской филологии Высшей школы социально-гуманитарных наук и международной коммуникации Северного (Арктического) федерального университета имени М. В. Ломоносова=== ***Архангельск","regular","f","Россия","Архангельск","северный (арктический) федеральный университет имени м.в. ломоносова","филология",0
"социологический журнал","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Богомолова Татьяна Юрьевна","богомолова татьяна юрьевна"," ","кандидат социологических наук"," ","Новосибирский государственный университет, Институт экономики и организации промышленного производства СО РАН","Богомолова Татьяна Юрьевна___ +++кандидат социологических наук--- ===Новосибирский государственный университет, Институт экономики и организации промышленного производства СО РАН***Россия","regular","f","Россия","Новосибирск","новосибирский государственный университет","социология",0
"экономическая социология","РЕДАКЦИОННЫЙ СОВЕТ","Богомолова Татьяна Юрьевна","богомолова татьяна юрьевна"," ","канд. соцол.наук","доцент, заведующая отделом социальных проблем, декан экономического факультета","Новосибирский государственный университет, Институт экономики и организации промышленного производства СО РАН","Богомолова Татьяна Юрьевна___ +++канд. соцол.наук---доцент, заведующая отделом социальных проблем, декан экономического факультета===Новосибирский государственный университет, Институт экономики и организации промышленного производства СО РАН***Россия","regular","f","Россия","Новосибирск","новосибирский государственный университет","социология",0
"общество: социология, психология, педагогика","Редакционная коллегия","Богомаз Сергей Александрович","богомаз сергей александрович"," ","Доктор психологических наук","профессор факультета психологии","Томский государственный университет","Богомаз Сергей Александрович___ +++Доктор психологических наук---профессор факультета психологии===Томский государственный университет*** ","regular","m","Россия","Томск","томский государственный университет","психология",0
"общество: социология, психология, педагогика","Редакционная коллегия","Богинская Юлия Валериевна","богинская юлия валериевна"," ","Доктор педагогических наук","доцент, заведующая кафедрой психолого-педагогического и специального образования","Гуманитарно-педагогическая академия (филиал) ФГАОУ ВО «Крымский федеральный университет имени В.И. Вернадского»","Богинская Юлия Валериевна___ +++Доктор педагогических наук---доцент, заведующая кафедрой психолого-педагогического и специального образования===Гуманитарно-педагогическая академия (филиал) ФГАОУ ВО «Крымский федеральный университет имени В.И. Вернадского»***Ялта","regular","f","Россия","Ялта","крымский федеральный университет (ялта)","педагогика",0
"laboratorium: журнал социальных исследований","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Богданова Елена","богданова елена"," "," "," ","Европейский университет в Санкт-Петербурге","Богданова Елена___ +++ --- ===Европейский университет в Санкт-Петербурге***","regular","f","Россия","Санкт-Петербург","европейский университет в санкт-петербурге","социология",0
"laboratorium: журнал социальных исследований","ВЫПУСКАЮЩАЯ РЕДАКЦИЯ"," Богданов Максим","богданов максим","верстка"," "," "," "," Богданов Максим___верстка+++ --- === *** ","middle","m","Россия","Санкт-Петербург",NA,"-",0
"коммуникология","РЕДАКЦИОННЫЙ СОВЕТ","БОГАТЫРЕВА Татьяна Георгиевна","богатырева татьяна георгиевна"," ","доктор культурологии","профессор, эксперт института «Высшая школа государственного управления» РАНХиГС","«Высшая школа государственного управления» РАНХиГС","БОГАТЫРЕВА Татьяна Георгиевна___ +++доктор культурологии---профессор, эксперт института «Высшая школа государственного управления» РАНХиГС===«Высшая школа государственного управления» РАНХиГС***Москва, Российская Федерация","regular","f","Россия","Москва","российская академия народного хозяйства и государственной службы при президенте рф (москва)","культурология",0
"вестник удмуртского университета. социология. политология. международные отношения","РЕДАКЦИОННЫЙ СОВЕТ","Богатырева Ольга Николаевна","богатырева ольга николаевна"," ","доктор ист. наук","доцент, директор центра «Кафедра ЮНЕСКО прав человека, мира, демократии, толерантности и международного взаимопонимания»","Уральский федеральный университет имени первого Президента России Б.Н. Ельцина","Богатырева Ольга Николаевна___ +++доктор ист. наук---доцент, директор центра «Кафедра ЮНЕСКО прав человека, мира, демократии, толерантности и международного взаимопонимания»===Уральский федеральный университет имени первого Президента России Б.Н. Ельцина***Екатеринбург, Россия","regular","f","Россия","Екатеринбург","уральский федеральный университет","история",0
"вестник удмуртского университета. социология. политология. международные отношения","РЕДАКЦИОННЫЙ СОВЕТ","Богатова Ольга Анатольевна","богатова ольга анатольевна"," ","доктор социол. наук","доцент, профессор кафедры социологии и социальной работы Национального исследовательского государственного университет им. Н. П. Огарева"," ","Богатова Ольга Анатольевна___ +++доктор социол. наук---доцент, профессор кафедры социологии и социальной работы Национального исследовательского государственного университет им. Н. П. Огарева=== ***Саранск, Россия","regular","f","Россия","Саранск","национальный исследовательский мордовский государственный университет","социология",0
"социологические исследования","Редакционная коллегия","БОБКОВ В. Н.","бобков вячеслав николаевич"," ","д.экон.н."," ","РЭУ им. Г.В. Плеханова","БОБКОВ В. Н.___ +++д.экон.н.--- ===РЭУ им. Г.В. Плеханова*** ","regular","m","Россия","Москва","институт экономики РАН","экономика",0
"журнал исследований социальной политики","РЕДАКЦИЯ"," Блэкберн Мэтью Джон Маклахлан","блэкберн мэтью джон маклахлан"," Литредактор английского контента, переводчик"," "," ","Университет Глазго"," Блэкберн Мэтью Джон Маклахлан___ Литредактор английского контента, переводчик+++ --- ===Университет Глазго***Великобритания","middle","m","Великобритания","Глазго","университет глазго",NA,NA
"журнал социологии и социальной антропологии","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Блоссфельд Ханс-Петер","блоссфельд ханс-петер"," заместитель редактора","доктор социологии","профессор","Бамбергский университет","Блоссфельд Ханс-Петер___ заместитель редактора+++доктор социологии---профессор===Бамбергский университет***Германия","middle","m","Германия","Бамберг","бамбергский университет",NA,NA
"общество: социология, психология, педагогика","Редакционная коллегия","Блейх Надежда Оскаровна","блейх надежда оскаровна"," ","Кандидат педагогических, доктор исторических наук","профессор кафедры психологии психолого-педагогического факультета","ФГБОУ ВО «Северо-Осетинский государственный университет им. К.Л.Хетагурова»","Блейх Надежда Оскаровна___ +++Кандидат педагогических, доктор исторических наук---профессор кафедры психологии психолого-педагогического факультета===ФГБОУ ВО «Северо-Осетинский государственный университет им. К.Л.Хетагурова»*** ","regular","f","Россия","Владикавказ","северо-осетинский государственный университет","история",1
"социодинамика","РЕДСОВЕТ","Блейх Надежда Оскаровна","блейх надежда оскаровна"," ","доктор исторических наук","профессор кафедры психологии психолого-педагогического факультета","Северо-Осетинский государственный университет им. К.Л.Хетагурова","Блейх Надежда Оскаровна___ +++доктор исторических наук---профессор кафедры психологии психолого-педагогического факультета===Северо-Осетинский государственный университет им. К.Л.Хетагурова***Владикавказ, Россия","regular","f","Россия","Владикавказ","северо-осетинский государственный университет","история",1
"научный результат. социология и управление","Члены редколлегии","Благоевич Мирко","благоевич мирко"," ","доктор социологических наук","главный научный сотрудник","Институт общественных наук Белграда","Благоевич Мирко___ +++доктор социологических наук---главный научный сотрудник===Институт общественных наук Белграда***Белград, Сербия","regular","m","Сербия","Белград","институт общественных наук белграда",NA,NA
"мониторинг общественного мнения: экономические и социальные перемены","РЕДАКЦИЯ","БИРЮКОВА СВЕТЛАНА СЕРГЕЕВНА","бирюкова светлана сергеевна","Ответственный редактор","кандидат социологических наук","С 2016 года параллельно с исследовательской деятельностью занимается преподаванием в НИУ ВШЭ (в 2016-2018 гг.) и на экономическом факультете МГУ им. М.В. Ломоносова (с 2018 г. по настоящее время)"," ","БИРЮКОВА СВЕТЛАНА СЕРГЕЕВНА___Ответственный редактор+++кандидат социологических наук---С 2016 года параллельно с исследовательской деятельностью занимается преподаванием в НИУ ВШЭ (в 2016-2018 гг.) и на экономическом факультете МГУ им. М.В. Ломоносова (с 2018 г. по настоящее время)=== ***Москва, Россия","middle","f","Россия","Москва","мгу имени м.в. ломоносова","социология",0
"мониторинг общественного мнения: экономические и социальные перемены","РЕДАКЦИЯ","БИЛАН ЮРИЙ","билан юрий"," ","к.н.","профессор в университете Щецина, Заместитель главного редактора журнала «ECONOMICS & SOCIOLOGY»"," университет Щецина","БИЛАН ЮРИЙ___ +++к.н.---профессор в университете Щецина, Заместитель главного редактора журнала «ECONOMICS & SOCIOLOGY»=== университет Щецина***Польша","regular","m","Польша","Щецин","университет щецина",NA,NA
"вестник пермского национального исследовательского политехнического университета. социально-экономические науки","РЕДАКЦИОННАЯ КОЛЛЕГИЯ","Бикметов Е. Ю.","бикметов е. ю."," ","д-р социол. наук","проф.","Уфим. ун-т науки и технологий","Бикметов Е. Ю.___ +++д-р социол. наук---проф.===Уфим. ун-т науки и технологий***Уфа, Россия","regular","m","Россия","Уфа","уфимский университет науки и технологий","социология",0
"laboratorium: журнал социальных исследований"," РЕДАКЦИОННЫЙ СОВЕТ","Бикбов Александр","бикбов александр"," "," "," ","Центр Мориса Хальбвакса","Бикбов Александр___ +++ --- ===Центр Мориса Хальбвакса***Париж","regular","m","Франция","Париж","центр мориса хальбвакса",NA,NA
"социологические исследования","РЕДАКЦИЯ","БИЙЖАНОВА Э. К.","бийжанова э. к.","зав. Редакцией"," "," "," ","БИЙЖАНОВА Э. К.___зав. Редакцией+++ --- === *** ","middle","f","","",NA,NA,NA
"социодинамика","РЕДСОВЕТ","Бесчасная Альбина Ахметовна","бесчасная альбина ахметовна"," ","доктор социологических наук","профессор","Северо-Западный институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте РФ","Бесчасная Альбина Ахметовна___ +++доктор социологических наук---профессор===Северо-Западный институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте РФ***Санкт-Петербург, Россия","regular","f","Россия","Санкт-Петербург","российская академия народного хозяйства и государственной службы при президенте рф (санкт-петербург)","социология",0
